pilota;indice;primaguida;Scuderia;Tempo;Tempo ora;gp;data
FRENTZEN;1;;(Jordan);0,0012954398148148;0,0013;BELGIAN;27 agosto 2000
FRENTZEN;1;;(Jordan);0,0009813194444444;0,0010;ITALIAN;10 settembre 2000
FRENTZEN;1;;(Jordan);0,0008688310185185;0,0009;USA ;24 settembre 2000
FRENTZEN;1;;(Jordan);0,0011254976851852;0,0011;GIAPPONE ;8 ottobre 2000
FRENTZEN;1;;(Jordan);0,0011456944444444;0,0011;MALESIA ;22 ottobre 2000
TRULLI;1;1;(Jordan);0,0010590740740741;0,0011;AUSTRALIA ;12 marzo 2000
TRULLI;1;1;(Jordan);0,0008753125000000;0,0009;BRASILE ;26 marzo 2000
TRULLI;1;1;(Jordan);0,0009953935185185;0,0010;SANMARINO;9 aprile 2000
TRULLI;1;1;(Jordan);0,0010088425925926;0,0010;GRAN BRETAGNA;23 aprile 2000
TRULLI;1;1;(Jordan);0,0009491435185185;0,0009;SPAGNA;7 maggio 2000
TRULLI;1;1;(Jordan);0,0009109027777778;0,0009;EUROPA;21 maggio 2000
TRULLI;1;1;(Jordan);0,0009229861111111;0,0009;MONACO (MONTECARLO);4 giugno 2000
TRULLI;1;1;(Jordan);0,0009210763888889;0,0009;CANADA ;18 giugno 2000
TRULLI;1;1;(Jordan);0,0008873726851852;0,0009;FRANCIA;2 luglio 2000
TRULLI;1;1;(Jordan);0,0008291666666667;0,0008;AUSTRIA ;16 luglio 2000
TRULLI;1;1;(Jordan);0,0012480671296296;0,0012;GERMANIA;30 luglio 2000
TRULLI;1;1;(Jordan);0,0009174305555556;0,0009;UNGHERIA ;13 agosto 2000
TRULLI;1;1;(Jordan);0,0012895717592593;0,0013;BELGIAN;27 agosto 2000
TRULLI;1;1;(Jordan);0,0009777430555556;0,0010;ITALIAN;10 settembre 2000
TRULLI;1;1;(Jordan);0,0008681250000000;0,0009;USA ;24 settembre 2000
TRULLI;1;1;(Jordan);0,0011305439814815;0,0011;GIAPPONE ;8 ottobre 2000
TRULLI;1;1;(Jordan);0,0011447800925926;0,0011;MALESIA ;22 ottobre 2000
COULTHARD;1;;(McLaren);0,0010521990740741;0,0011;AUSTRALIA ;12 marzo 2000
COULTHARD;1;;(McLaren);0,0008597800925926;0,0009;BRASILE ;26 marzo 2000
COULTHARD;1;;(McLaren);0,0009839583333333;0,0010;SANMARINO;9 aprile 2000
COULTHARD;1;;(McLaren);0,0009963888888889;0,0010;GRAN BRETAGNA;23 aprile 2000
COULTHARD;1;;(McLaren);0,0009423842592593;0,0009;SPAGNA;7 maggio 2000
COULTHARD;1;;(McLaren);0,0008973263888889;0,0009;EUROPA;21 maggio 2000
COULTHARD;1;;(McLaren);0,0009246296296296;0,0009;MONACO (MONTECARLO);4 giugno 2000
COULTHARD;1;;(McLaren);0,0009089930555556;0,0009;CANADA ;18 giugno 2000
COULTHARD;1;;(McLaren);0,0008765509259259;0,0009;FRANCIA;2 luglio 2000
COULTHARD;1;;(McLaren);0,0008193865740741;0,0008;AUSTRIA ;16 luglio 2000
COULTHARD;1;;(McLaren);0,0012233449074074;0,0012;GERMANIA;30 luglio 2000
COULTHARD;1;;(McLaren);0,0009014583333333;0,0009;UNGHERIA ;13 agosto 2000
COULTHARD;1;;(McLaren);0,0012915162037037;0,0013;BELGIAN;27 agosto 2000
COULTHARD;1;;(McLaren);0,0009755787037037;0,0010;ITALIAN;10 settembre 2000
COULTHARD;1;;(McLaren);0,0008610185185185;0,0009;USA ;24 settembre 2000
COULTHARD;1;;(McLaren);0,0011138425925926;0,0011;GIAPPONE ;8 ottobre 2000
COULTHARD;1;;(McLaren);0,0011329745370370;0,0011;MALESIA ;22 ottobre 2000
HAKKINEN;1;1;(McLaren);0,0010481018518519;0,0010;AUSTRALIA ;12 marzo 2000
HAKKINEN;1;1;(McLaren);0,0008577662037037;0,0009;BRASILE ;26 marzo 2000
HAKKINEN;1;1;(McLaren);0,0009804861111111;0,0010;SANMARINO;9 aprile 2000
HAKKINEN;1;1;(McLaren);0,0009923726851852;0,0010;GRAN BRETAGNA;23 aprile 2000
HAKKINEN;1;1;(McLaren);0,0009381018518519;0,0009;SPAGNA;7 maggio 2000
HAKKINEN;1;1;(McLaren);0,0009002893518519;0,0009;EUROPA;21 maggio 2000
HAKKINEN;1;1;(McLaren);0,0009287152777778;0,0009;MONACO (MONTECARLO);4 giugno 2000
HAKKINEN;1;1;(McLaren);0,0009141782407407;0,0009;CANADA ;18 giugno 2000
HAKKINEN;1;1;(McLaren);0,0008802083333333;0,0009;FRANCIA;2 luglio 2000
HAKKINEN;1;1;(McLaren);0,0008149305555556;0,0008;AUSTRIA ;16 luglio 2000
HAKKINEN;1;1;(McLaren);0,0012403009259259;0,0012;GERMANIA;30 luglio 2000
HAKKINEN;1;1;(McLaren);0,0009018750000000;0,0009;UNGHERIA ;13 agosto 2000
HAKKINEN;1;1;(McLaren);0,0012806250000000;0,0013;BELGIAN;27 agosto 2000
HAKKINEN;1;1;(McLaren);0,0009718402777778;0,0010;ITALIAN;10 settembre 2000
HAKKINEN;1;1;(McLaren);0,0008614351851852;0,0009;USA ;24 settembre 2000
HAKKINEN;1;1;(McLaren);0,0011091898148148;0,0011;GIAPPONE ;8 ottobre 2000
HAKKINEN;1;1;(McLaren);0,0011326388888889;0,0011;MALESIA ;22 ottobre 2000
GENE;1;1;(Minardi);0,0010794097222222;0,0011;AUSTRALIA ;12 marzo 2000
GENE;1;1;(Minardi);0,0008840277777778;0,0009;BRASILE ;26 marzo 2000
GENE;1;1;(Minardi);0,0010223726851852;0,0010;SANMARINO;9 aprile 2000
GENE;1;1;(Minardi);0,0010214467592593;0,0010;GRAN BRETAGNA;23 aprile 2000
GENE;1;1;(Minardi);0,0009662731481481;0,0010;SPAGNA;7 maggio 2000
GENE;1;1;(Minardi);0,0009278009259259;0,0009;EUROPA;21 maggio 2000
GENE;1;1;(Minardi);0,0009689930555556;0,0010;MONACO (MONTECARLO);4 giugno 2000
GENE;1;1;(Minardi);0,0009381712962963;0,0009;CANADA ;18 giugno 2000
GENE;1;1;(Minardi);0,0009042824074074;0,0009;FRANCIA;2 luglio 2000
GENE;1;1;(Minardi);0,0008416898148148;0,0008;AUSTRIA ;16 luglio 2000
GENE;1;1;(Minardi);0,0013089583333333;0,0013;GERMANIA;30 luglio 2000
GENE;1;1;(Minardi);0,0009334953703704;0,0009;UNGHERIA ;13 agosto 2000
GENE;1;1;(Minardi);0,0013273148148148;0,0013;BELGIAN;27 agosto 2000
GENE;1;1;(Minardi);0,0009992592592593;0,0010;ITALIAN;10 settembre 2000
GENE;1;1;(Minardi);0,0008930671296296;0,0009;USA ;24 settembre 2000
GENE;1;1;(Minardi);0,0011570833333333;0,0012;GIAPPONE ;8 ottobre 2000
GENE;1;1;(Minardi);0,0011650694444444;0,0012;MALESIA ;22 ottobre 2000
MAZZACANE;1;;(Minardi);0,0010961226851852;0,0011;AUSTRALIA ;12 marzo 2000
MAZZACANE;1;;(Minardi);0,0008971296296296;0,0009;BRASILE ;26 marzo 2000
MAZZACANE;1;;(Minardi);0,0010203819444444;0,0010;SANMARINO;9 aprile 2000
MAZZACANE;1;;(Minardi);0,0010321064814815;0,0010;GRAN BRETAGNA;23 aprile 2000
MAZZACANE;1;;(Minardi);0,0009751967592593;0,0010;SPAGNA;7 maggio 2000
MAZZACANE;1;;(Minardi);0,0009383101851852;0,0009;EUROPA;21 maggio 2000
MAZZACANE;1;;(Minardi);0,0009698379629630;0,0010;MONACO (MONTECARLO);4 giugno 2000
MAZZACANE;1;;(Minardi);0,0009501273148148;0,0010;CANADA ;18 giugno 2000
MAZZACANE;1;;(Minardi);0,0009062731481481;0,0009;FRANCIA;2 luglio 2000
MAZZACANE;1;;(Minardi);0,0008497569444444;0,0008;AUSTRIA ;16 luglio 2000
MAZZACANE;1;;(Minardi);0,0012917939814815;0,0013;GERMANIA;30 luglio 2000
MAZZACANE;1;;(Minardi);0,0009364004629630;0,0009;UNGHERIA ;13 agosto 2000
MAZZACANE;1;;(Minardi);0,0013285185185185;0,0013;BELGIAN;27 agosto 2000
MAZZACANE;1;;(Minardi);0,0010111111111111;0,0010;ITALIAN;10 settembre 2000
MAZZACANE;1;;(Minardi);0,0008889930555556;0,0009;USA ;24 settembre 2000
MAZZACANE;1;;(Minardi);0,0011627546296296;0,0012;GIAPPONE ;8 ottobre 2000
MAZZACANE;1;;(Minardi);0,0011814583333333;0,0012;MALESIA ;22 ottobre 2000
ALESI;1;1;(Prost);0,0010786689814815;0,0011;AUSTRALIA ;12 marzo 2000
ALESI;1;1;(Prost);0,0008763310185185;0,0009;BRASILE ;26 marzo 2000
ALESI;1;1;(Prost);0,0010049074074074;0,0010;SANMARINO;9 aprile 2000
ALESI;1;1;(Prost);0,0010134143518519;0,0010;GRAN BRETAGNA;23 aprile 2000
ALESI;1;1;(Prost);0,0009594212962963;0,0010;SPAGNA;7 maggio 2000
ALESI;1;1;(Prost);0,0009218865740741;0,0009;EUROPA;21 maggio 2000
ALESI;1;1;(Prost);0,0009316435185185;0,0009;MONACO (MONTECARLO);4 giugno 2000
ALESI;1;1;(Prost);0,0009318518518519;0,0009;CANADA ;18 giugno 2000
ALESI;1;1;(Prost);0,0008977893518519;0,0009;FRANCIA;2 luglio 2000
ALESI;1;1;(Prost);0,0008368518518519;0,0008;AUSTRIA ;16 luglio 2000
ALESI;1;1;(Prost);0,0012764930555556;0,0013;GERMANIA;30 luglio 2000
ALESI;1;1;(Prost);0,0009215972222222;0,0009;UNGHERIA ;13 agosto 2000
ALESI;1;1;(Prost);0,0013114467592593;0,0013;BELGIAN;27 agosto 2000
ALESI;1;1;(Prost);0,0009902546296296;0,0010;ITALIAN;10 settembre 2000
ALESI;1;1;(Prost);0,0008850810185185;0,0009;USA ;24 settembre 2000
ALESI;1;1;(Prost);0,0011366782407407;0,0011;GIAPPONE ;8 ottobre 2000
ALESI;1;1;(Prost);0,0011581597222222;0,0012;MALESIA ;22 ottobre 2000
HEIDFELD;0;;(Prost);0,0010766666666667;0,0011;AUSTRALIA ;12 marzo 2000
HEIDFELD;0;;(Prost);0,0008925000000000;0,0009;BRASILE ;26 marzo 2000
HEIDFELD;0;;(Prost);0,0010226967592593;0,0010;SANMARINO;9 aprile 2000
HEIDFELD;0;;(Prost);0,0010162731481482;0,0010;GRAN BRETAGNA;23 aprile 2000
HEIDFELD;0;;(Prost);0,0009610300925926;0,0010;SPAGNA;7 maggio 2000
HEIDFELD;0;;(Prost);0,0000000000000000;̬ stato squalificato dalla giuria;EUROPA;21 maggio 2000
HEIDFELD;0;;(Prost);0,0009492708333333;0,0009;MONACO (MONTECARLO);4 giugno 2000
HEIDFELD;0;;(Prost);0,0009453703703704;0,0009;CANADA ;18 giugno 2000
HEIDFELD;0;;(Prost);0,0008955324074074;0,0009;FRANCIA;2 luglio 2000
HEIDFELD;0;;(Prost);0,0008337615740741;0,0008;AUSTRIA ;16 luglio 2000
HEIDFELD;0;;(Prost);0,0012579861111111;0,0013;GERMANIA;30 luglio 2000
HEIDFELD;0;;(Prost);0,0009314930555556;0,0009;UNGHERIA ;13 agosto 2000
HEIDFELD;0;;(Prost);0,0013101041666667;0,0013;BELGIAN;27 agosto 2000
HEIDFELD;0;;(Prost);0,0009910300925926;0,0010;ITALIAN;10 settembre 2000
HEIDFELD;0;;(Prost);0,0008803240740741;0,0009;USA ;24 settembre 2000
HEIDFELD;0;;(Prost);0,0011358912037037;0,0011;GIAPPONE ;8 ottobre 2000
HEIDFELD;0;;(Prost);0,0011591203703704;0,0012;MALESIA ;22 ottobre 2000
DINIZ;0;;(Sauber);0,0010807638888889;0,0011;AUSTRALIA ;12 marzo 2000
DINIZ;0;;(Sauber);0,0009981250000000;0,0010;SANMARINO;9 aprile 2000
DINIZ;0;;(Sauber);0,0009588078703704;0,0010;SPAGNA;7 maggio 2000
DINIZ;0;;(Sauber);0,0009339351851852;0,0009;CANADA ;18 giugno 2000
DINIZ;0;;(Sauber);0,0008953819444444;0,0009;FRANCIA;2 luglio 2000
DINIZ;0;;(Sauber);0,0008325347222222;0,0008;AUSTRIA ;16 luglio 2000
DINIZ;0;;(Sauber);0,0012724074074074;0,0013;GERMANIA;30 luglio 2000
DINIZ;0;;(Sauber);0,0009195717592593;0,0009;UNGHERIA ;13 agosto 2000
DINIZ;0;;(Sauber);0,0013103125000000;0,0013;BELGIAN;27 agosto 2000
DINIZ;0;;(Sauber);0,0009875462962963;0,0010;ITALIAN;10 settembre 2000
DINIZ;0;;(Sauber);0,0008728935185185;0,0009;USA ;24 settembre 2000
DINIZ;0;;(Sauber);0,0011409259259259;0,0011;GIAPPONE ;8 ottobre 2000
DINIZ;0;;(Sauber);0,0011634375000000;0,0012;MALESIA ;22 ottobre 2000
SALO;0;;(Sauber);0,0010650231481482;0,0011;AUSTRALIA ;12 marzo 2000
SALO;0;;(Sauber);0,0009992592592593;0,0010;SANMARINO;9 aprile 2000
SALO;0;;(Sauber);0,0010197916666667;0,0010;GRAN BRETAGNA;23 aprile 2000
SALO;0;;(Sauber);0,0009542013888889;0,0010;SPAGNA;7 maggio 2000
SALO;0;;(Sauber);0,0009237731481481;0,0009;EUROPA;21 maggio 2000
SALO;0;;(Sauber);0,0009439930555556;0,0009;MONACO (MONTECARLO);4 giugno 2000
SALO;0;;(Sauber);0,0009310763888889;0,0009;CANADA ;18 giugno 2000
SALO;0;;(Sauber);0,0008937847222222;0,0009;FRANCIA;2 luglio 2000
SALO;0;;(Sauber);0,0008305671296296;0,0008;AUSTRIA ;16 luglio 2000
SALO;0;;(Sauber);0,0012639351851852;0,0013;GERMANIA;30 luglio 2000
SALO;0;;(Sauber);0,0009114351851852;0,0009;UNGHERIA ;13 agosto 2000
SALO;0;;(Sauber);0,0013120023148148;0,0013;BELGIAN;27 agosto 2000
SALO;0;;(Sauber);0,0009875231481481;0,0010;ITALIAN;10 settembre 2000
SALO;0;;(Sauber);0,0008782523148148;0,0009;USA ;24 settembre 2000
SALO;0;;(Sauber);0,0011399305555556;0,0011;GIAPPONE ;8 ottobre 2000
SALO;0;;(Sauber);0,0011526736111111;0,0012;MALESIA ;22 ottobre 2000
BUTTON;1;;(Williams);0,0010859722222222;0,0011;AUSTRALIA ;12 marzo 2000
BUTTON;1;;(Williams);0,0008737268518519;0,0009;BRASILE ;26 marzo 2000
BUTTON;1;;(Williams);0,0010085069444444;0,0010;SANMARINO;9 aprile 2000
BUTTON;1;;(Williams);0,0010038541666667;0,0010;GRAN BRETAGNA;23 aprile 2000
BUTTON;1;;(Williams);0,0009535300925926;0,0010;SPAGNA;7 maggio 2000
BUTTON;1;;(Williams);0,0009130439814815;0,0009;EUROPA;21 maggio 2000
BUTTON;1;;(Williams);0,0009445023148148;0,0009;MONACO (MONTECARLO);4 giugno 2000
BUTTON;1;;(Williams);0,0009321064814815;0,0009;CANADA ;18 giugno 2000
BUTTON;1;;(Williams);0,0008901041666667;0,0009;FRANCIA;2 luglio 2000
BUTTON;1;;(Williams);0,0008372337962963;0,0008;AUSTRIA ;16 luglio 2000
BUTTON;1;;(Williams);0,0012640625000000;0,0013;GERMANIA;30 luglio 2000
BUTTON;1;;(Williams);0,0009108680555556;0,0009;UNGHERIA ;13 agosto 2000
BUTTON;1;;(Williams);0,0012898611111111;0,0013;BELGIAN;27 agosto 2000
BUTTON;1;;(Williams);0,0009827199074074;0,0010;ITALIAN;10 settembre 2000
BUTTON;1;;(Williams);0,0008682523148148;0,0009;USA ;24 settembre 2000
BUTTON;1;;(Williams);0,0011183796296296;0,0011;GIAPPONE ;8 ottobre 2000
BUTTON;1;;(Williams);0,0011533912037037;0,0012;MALESIA ;22 ottobre 2000
R.SCHUMACHER;1;1;(Williams);0,0010673611111111;0,0011;AUSTRALIA ;12 marzo 2000
R.SCHUMACHER;1;1;(Williams);0,0008745486111111;0,0009;BRASILE ;26 marzo 2000
R.SCHUMACHER;1;1;(Williams);0,0009938773148148;0,0010;SANMARINO;9 aprile 2000
R.SCHUMACHER;1;1;(Williams);0,0010044675925926;0,0010;GRAN BRETAGNA;23 aprile 2000
R.SCHUMACHER;1;1;(Williams);0,0009445023148148;0,0009;SPAGNA;7 maggio 2000
R.SCHUMACHER;1;1;(Williams);0,0009087384259259;0,0009;EUROPA;21 maggio 2000
R.SCHUMACHER;1;1;(Williams);0,0009345138888889;0,0009;MONACO (MONTECARLO);4 giugno 2000
R.SCHUMACHER;1;1;(Williams);0,0009267708333333;0,0009;CANADA ;18 giugno 2000
R.SCHUMACHER;1;1;(Williams);0,0008829976851852;0,0009;FRANCIA;2 luglio 2000
R.SCHUMACHER;1;1;(Williams);0,0008373495370370;0,0008;AUSTRIA ;16 luglio 2000
R.SCHUMACHER;1;1;(Williams);0,0012597337962963;0,0013;GERMANIA;30 luglio 2000
R.SCHUMACHER;1;1;(Williams);0,0009064930555556;0,0009;UNGHERIA ;13 agosto 2000
R.SCHUMACHER;1;1;(Williams);0,0012933217592593;0,0013;BELGIAN;27 agosto 2000
R.SCHUMACHER;1;1;(Williams);0,0009781944444444;0,0010;ITALIAN;10 settembre 2000
R.SCHUMACHER;1;1;(Williams);0,0008736574074074;0,0009;USA ;24 settembre 2000
R.SCHUMACHER;1;1;(Williams);0,0011202314814815;0,0011;GIAPPONE ;8 ottobre 2000
R.SCHUMACHER;1;1;(Williams);0,0011428125000000;0,0011;MALESIA ;22 ottobre 2000
BURTI;0;;Jaguar R1;0,0008428472222222;0,0008;AUSTRIA ;16 luglio 2000
